Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2019","2019","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2019","2019","1000 t","528","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2019","2019","1000 t","201","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2019","2019","1000 t","34","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2019","2019","1000 t","-124","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2019","2019","1000 t","7887","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2019","2019","kg/cap","1.02","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2019","2019","kcal/cap/d","7.34","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2019","2019","million Kcal","20716923.43","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2019","2019","g/cap/d","0.26","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2019","2019","t","727563.37","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2019","2019","g/cap/d","0.22","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2019","2019","t","619825.88","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2020","2020","1000 t","10456","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2020","2020","1000 t","2628","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2020","2020","1000 t","1324","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2020","2020","1000 t","2776","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2020","2020","1000 t","8985","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2020","2020","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2020","2020","1000 t","573","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2020","2020","1000 t","199","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2020","2020","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2020","2020","1000 t","-213","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2020","2020","1000 t","8426","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2020","2020","kg/cap","1.08","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2020","2020","kcal/cap/d","7.78","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2020","2020","million Kcal","22201731.22","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2020","2020","g/cap/d","0.27","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2020","2020","t","782760","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2020","2020","g/cap/d","0.23","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2020","2020","t","667920.89","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2021","2021","1000 t","11190","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2021","2021","1000 t","2654","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2021","2021","1000 t","1110","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2021","2021","1000 t","2765","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2021","2021","1000 t","9969","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2021","2021","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2021","2021","1000 t","623","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2021","2021","1000 t","189","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2021","2021","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2021","2021","1000 t","-161","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2021","2021","1000 t","9318","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2021","2021","kg/cap","1.18","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2021","2021","kcal/cap/d","8.67","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2021","2021","million Kcal","24953559.74","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2021","2021","g/cap/d","0.31","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2021","2021","t","892460.14","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2021","2021","g/cap/d","0.27","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2021","2021","t","782767.49","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2022","2022","1000 t","11215","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2022","2022","1000 t","2513","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2022","2022","1000 t","1280","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2022","2022","1000 t","2533","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2022","2022","1000 t","9915","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2022","2022","1000 t","628","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2022","2022","1000 t","193","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2022","2022","1000 t","37","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2022","2022","1000 t","-137","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2022","2022","1000 t","9193","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2022","2022","kg/cap","1.16","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2022","2022","kcal/cap/d","8.46","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2022","2022","million Kcal","24544630.47","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2022","2022","g/cap/d","0.3","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2022","2022","t","873789.86","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2022","2022","g/cap/d","0.26","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2022","2022","t","763780.17","E","Estimated value",""
